a (　　) power plant,nuclear
(　　) show that younger people prefer football to baseball.,Statistics
mathematical (　　),statistics
(　　) a career in journalism,pursue
(　　) a criminal,pursue
(　　) this task,accomplish
(　　) my shyness,overcome
(　　) a childhood dream,fulfill
(　　) our requirements,fulfill
(　　) my life to helping others,devote
(　　) to finish by Wednesday,aim
This book is (　　) at teenagers.,aimed
the (　　) of this course,aim
face a big (　　),challenge
(　　) the decision,challenge
by (　　) and error,trial
stand (　　) for murder,trial
go through a bitter (　　),trial
I felt (　　) when I stood up.,dizzy
He suddenly went (　　).,pale
(　　) blue curtains,pale
have a hearty (　　),appetite
I'm (　　). What's for dinner?,starving
A lot of people are (　　) to death in Africa.,starving
(　　) and physical health,mental
(　　) labor (⇔manual labor),mental
take a (　　),rest
the (　　) of the day,rest
You need to (　　) for a while.,rest
Our success (　　) on his ability.,rests
(　　) my eyes,rest
have a stomach (　　),ache
My back sometimes (　　).,aches
have heart bypass (　　),surgery
dental (　　),surgery
the risk of heart (　　),disease
the (　　) of heatstroke,symptoms
a (　　) of social inequality,symptom
get (　　),cancer
My star sign is (　　).,Cancer
fire engines and (　　),ambulances
(　　) from a heart attack,recover
(　　) the paintings stolen from the museum,recover
have a (　　) throat from a cold,sore
a (　　) subject,sore
My eyelids (　　) up.,swelled
The balloon was (　　) more and more.,swelling
(　　) loudly,cough
I have a bad (　　).,cough
My nose has started to (　　).,bleed
(　　) pencil lines,faint
(　　) in the extreme heat,faint
fall down in a (　　),faint
I am (　　) from walking all day.,exhausted
I have (　　) my savings.,exhausted
automobile (　　) fumes (gas),exhaust
(　　) you of your disease,cure
a (　　) for a headache,cure
He is physically (　　).,disabled
a toilet for the (　　),disabled
Desk work gives me a (　　) back.,stiff
behave in a (　　) manner,stiff
develop my arm (　　),muscles
stick my (　　) out at him,tongue
Watch your (　　).,tongue
have a sharp (　　),tongue
loose my (　　) of time,sense
common (　　),sense
in a broad (narrow) (　　),sense
(　　) that something is wrong,sense
wipe the (　　) off my forehead,sweat
(　　) a lot,sweat
people of the same (　　),nationality
the population of senior (　　),citizens
British (　　) living in Japan,citizens
(　　) rights,civil
the (　　) War,Civil
She is (　　) but not friendly.,civil
(　　) discrimination,racial
a (　　) flight,domestic
(　　) violence (DV),domestic
show an interest in a (　　) lifestyle,rural
live in the (　　) of Yokohama City,suburbs
cross the (　　),border
The street is bordered by trees.,Not Found
a financial (　　),burden
have a negative (　　) on the tourist industry,impact
the (　　) of the explosion,impact
This (　　) impacted on sales.,strategy
women's social (　　),status
check the shipment (　　),status
All people are created equal.,Not Found
Two plus three equals five.,Not Found
have good (　　) with other people,relationships
Are you in a (　　) right now?,relationship
have a good (　　) for its beautiful night view,reputation
a (　　) toward hiring cheap labor,trend
the latest (　　) in clothes,trend
public (　　),services
There is no bus (　　) to that village.,service
This restaurant has a (　　) for good service.,reputation
have a (　　),religion
a (　　) responsibility,moral
the morals of Aesop's Fables,Not Found
public morals,Not Found
our (　　) of living,standard
a (　　) size,standard
the future (　　) of our country,prosperity
face a serious economic (　　),crisis
LGBT people face (　　) in this workplace.,prejudice
Don't be prejudiced against Muslims.,Not Found
fight racial (　　),discrimination
(　　) between L sounds and R sounds is difficult.,Discrimination
do a lot of work for (　　),charity
give money to several (different) (　　),charities
hold a (　　) concert,charity
Tourism has brought great (　　) to this village.,benefits
salary and other (　　),benefits
(　　) from the new treatment,benefit
The fresh air will (　　) you.,benefit
work for social (　　),welfare
Parents are always concerned about their children's (　　).,welfare
welfare (　　),benefits
the Polish (　　) in the U.K.,community
the rights of the (　　),individual
(　　) action,individual
group action,Not Found
a government (　　),official
an (　　) language,official
(　　) from India,immigrants
take part in (　　) activities,volunteer
(　　) to do the dishes,volunteer
(　　) to world peace,contribute
(　　) to global warming,contribute
(　　) a great deal of money to the church,contribute
(　　) capital punishment,abolish
The government should (　　) a total ban on cigarette advertising.,impose
have free (　　) to a computer,access
(　　) to the restrooms,access
fulfill my (　　),duties
a 6 percent (　　) on imports,duty
We have nice years of (　　) education in Japan.,compulsory
a (　　) subject (⇔an elective subject),compulsory
I am (　　) for what happens at school.,responsible
The typhoon was (　　) for over 100 deaths.,responsible
China's one(　　)child policy,-
It is my (　　) not to say bad things about others.,policy
renew an insurance (　　),policy
I was (　　) a class representative.,elected
commerce and (　　),industry
the catering (　　),industry
(　　) is the mother of success.,Industry
my monthly (　　),income
"The restaurant's daily (　　) is about $1,000.",profit
pay taxes on my (　　),income
This money will cover all your (　　).,expenses
at the (　　) of my health,expense
pay back a (　　) of 100 dollars,debt
have a large (　　) in the bank,deposit
pay a (　　) on a house,deposit
a rich (　　) of oil,deposit
"(　　) ¥10,000 into my bank account",deposit
Goods are delivered free of (　　).,charge
Who is in (　　) of this shop?,charge
a (　　) against the company,charge
"(　　) 5,000 yen for a half-hour class",charge
be (　　) with accepting bribes,charged
(　　) my smartphone,charge
get a daily (　　) of $100,wage
(　　) a campaign,wage
close down my inn because of the continuing (　　),recession
(　　) a large amount of electricity,consume
Don't (　　) so much time on video games.,waste
It's a (　　) of time and money.,waste
industrial (　　),waste
(　　) one million yen in stocks,invest
He is (　　) with absolute authority.,invested
(　　) beef from the U.S.,import
(　　) slightly exceeded exports.,Imports
receive (　　) support,financial
(　　) movers to do all the work,hire
(　　) (rent) a car,hire
(　　) minors,employ
(　　) new technology,employ
(　　) as coach,resign
(　　) my post,resign
(　　) for back loans,qualify
(　　) as a teacher,qualify
a World Cup (　　) game,qualifying
(　　) that important job to him,assign
be (　　) to the head office,assigned
"my name, address, and (　　)",occupation
be under (　　),occupation
start a (　　) as a doctor,career
during her long (　　) as a teacher,career
enter the legal (　　),profession
the medical (　　),profession
an (　　) problem,unemployment
(　　) has fallen.,Unemployment
look over the (　　),documents
(　　) how this event happened,document
the toy (　　),department
the English (　　),department
the U.S. State (　　),Department
the (　　) of this bank,branch
a (　　) of biology,branch
Don't break (　　) off the trees.,branches
a recommended (　　) price,retail
"The vinegar (　　) at 1,000 yen a bottle.",retails
the nervous (　　),system
the solar (　　),system
a wooden (　　),structure
study (　　),architecture
The new suit hall is under (　　).,construction
bodily (　　),functions
not (　　) well,functioning
the (　　) of the moon,surface
The rumor surfaced in the (　　).,press
learn about various (　　) of Japanese culture,aspects
sit on the (　　) of the bed,edge
This knife has a sharp (　　).,edge
have the (　　) over my rival,edge
The audience (　　) mainly of young people.,consisted
Happiness (　　) in contentment.,consists
Water is (　　) of hydrogen and oxygen.,composed
(　　) a haiku,compose
remain perfectly (　　),composed
(　　) a file to an email,attach
feel (　　) to this jacket,attached
(　　) the printer to my PC,connect
Exercise is closely (　　) with your health.,connected
(　　) to the Internet,connect
These two events are closely (　　).,related
(　　) my adventures,relate
cannot (　　) to his way of thinking,relate
(　　) brand names with high quality,associate
Don't (　　) with shady people.,associate
work with my (　　) till nine,associates
(　　) posters on the wall,stick
(　　) my head out of the window,stick
(　　) to the rules,stick
(　　) fish from the bones,separate
Could we have (　　) checks?,separate
A (　　) broke into the bulging.,thief
the number of (　　) in Japan,crimes
his motive for the (　　),crime
severely (　　) him for breaking the rules,punish
(　　) international law,violate
(　　) human rights,violate
"In Japan, the current (　　) drinking age is 20.",legal
seek (　　) advice,legal
fight with the (　　),enemy
(　　) soldiers,enemy
(　　) with each other for good grades,compete
(　　) in a half marathon,compete
Our team was completely (　　).,defeated
Japan's (　　) in World War Ⅱ,defeat
Over 30 people fell (　　) to the terrorist attack.,victim
remove an (　　) to an agreement,obstacle
Smoking does you (　　).,harm
(　　) his reputation,harm
(　　) our privacy,invade
(　　) a neighboring country,invade
(　　) the lives of the passengers,endanger
The meeting was temporarily (　　) by a blackout.,interrupted
(　　) a speech with questions,interrupt
Don't (　　).,interrupt
Ben's sudden arrival (　　) our plans.,spoiled
(　　) the child,spoil
"The football match attracted more than 10,000 (　　).",spectators
one of my (　　),relatives
(　　) merits,relative
(　　) the building through the front door,enter
(　　) my PIN,enter
(　　) into negotiations,enter
(　　) my boss to Germany,accompany
A cold is often (　　) by a fever.,accompanied
the flight's (　　),departure
a (　　) from the norm,departure
get to my (　　),destination
Hawaii is a popular tourist (　　).,destination
by public (　　),transportation
fly to Zurich (　　) Hong Kong,via
send a message to a friend (　　) email,via
Laziness (　　) to failure.,leads
(　　) an easy life,lead
What (　　) you to do it?,led
The pencil (　　) has broken.,lead
The sun (　　) in the east.,rises
a (　　) in sea levels,rise
(　　) the voting age from 20 to 18,lower
This river (　　) into the Pacific.,flows
the (　　) of conversation,flow
Japan's economic bubble (　　) in the 1990s.,burst
She (　　) out (into) crying.,burst
The wall (　　) in several places.,cracked
A shot (　　) across the ridge.,cracked
(　　) two eggs into the frying pan,crack
(　　) in a cup,cracks
The ice cream quickly (　　).,melted
(　　) the butter,melt
make great (　　) in English,progress
"As the meeting (　　), I grew more and more tired.",progressed
(　　) in technology,advances
The team (　　) to the final.,advanced
an (　　) ticket,advance
(　　) with the problem,deal
make a (　　) with the kidnapper,deal
(　　) stress well,handle
Please do not (　　) the exhibits.,handle
the (　　) of a mug,handle
(　　) with unexpected situations,cope
(　　) children fairly,treat
(　　) patients,treat
Let me (　　) you to dinner tonight.,treat
The trip was a real (　　).,treat
find a (　　) to his whereabouts,clue
(　　) the amount of carbohydrate,restrict
(　　) class size to fifteen,limit
put a (　　) on the number of participants,limit
(　　) employees to accept tips from customers,forbid
impose a total (　　) on smoking in public places,ban
(　　) the illegal downloading of music,ban
flatly (　　) the offer,refuse
(　　) to listen to her,refuse
(　　) the idea,reject
People in the village (　　) him.,rejected
It is no use trying to (　　) him to eat carrots.,persuade
(　　) him that I am right,convince
(　　) him to study hard,convince
His remark (　　) me to study.,inspired
This novel was (　　) by real events.,inspired
(　　) her from buying expensive clothes,discourage
(　　) healthy eating habits,promote
get (　　) to vice-president,promoted
Water (　　) when it freezes.,expands
(　　) my business,expand
(　　) the deadline by one week,extend
The meeting (　　) over five hours.,extended
Travel (　　) your mind.,broadens
"After studying in New Zealand, my outlook on life has (　　).",broadened
(　　) a handkerchief over my lap,spread
The news (　　) rapidly.,spread
the rapid (　　) of cholera,spread
(　　) up old magazines with string,tie
(　　) my shoelaces,tie
fix my (　　),tie
Parent-child (　　) can never be broken.,ties
(　　) two communities together,bind
(　　) my sweat belt,fasten
(　　) my coat,fasten
(　　) the camera to the tripod,fix
(　　) the bike,fix
(　　) launch,fix
(　　) a vending machine in the school cafeteria,install
(　　) the software on my computer,install
cannot (　　) buying new shoes,resist
Stainless steel (　　) rust.,resists
(　　) my parents,obey
(　　) in relief operations,engage
The puzzle (　　) his interest all day.,engages
(　　) into a pile of books,bump
(　　) into my ex-girlfriend in a supermarket,bump
(　　) into the barrier,crash
The plain (　　) and caught fire.,crashed
the site of the plane (　　),crash
(　　) down to pick up the pen,bend
(　　) my knees,bend
go around a (　　),bend
The players (　　) each other tightly.,hugged
give her a (　　),hug
(　　) at a computer screen,stare
"give him a long, hard (　　)",stare
(　　) at a ceiling,gaze
attract everybody's (　　),gaze
(　　) at the clock,glance
have a (　　) at her,glance
(　　) her face,glimpse
catch a (　　) of the singer,glimpse
(　　) my arms,stretch
(　　) to the horizon,stretch
a (　　) of desert,stretch
(　　) over a rock,stumble
(　　) across an old friend,stumble
press the button,Not Found
press money on him,Not Found
freedom of the press,Not Found
(　　) the table into the kitchen,drag
(　　) against the wall,lean
(　　) forward over the handrail,lean
"a tall, (　　) man",lean
(　　) my back,scratch
a (　　) on her arm,scratch
(　　) to each other,bow
The singer gave a (　　) to the audience.,bow
She (　　) and smiled.,nodded
(　　) off in class,nod
give a slight (　　),nod
"He (　　) saying, "" You win.""",sighed
with a (　　) of relief,sigh
stretch and (　　) loudly,yawn
hold back a (　　),yawn
(　　) a time capsule at the foot of the cherry tree,bury
(　　) a dead cat in the garden,bury
(　　) difficult tasks,perform
(　　) three plays,perform
The star player (　　) well.,performed
(　　) his plan,adopt
(　　) an orphan,adopt
(　　) from the burning house,escape
(　　) injury (being injured),escape
look for an (　　) route,escape
His clothes were (　　) all over the floor.,scattered
(　　) in all directions,scatter
(　　) the paper along the dotted line,fold
(　　) up my clothes,fold
with my arms (　　),folded
This chair (　　) flat.,folds
(　　) the washing on the pole,hang
be hanged for (　　),murder
An old lamp was (　　) from the ceiling.,hanging
(　　) the hostage,release
(　　) his new album,release
(　　) CO2 (carbon dioxide),release
the (　　) of the prisoners,release
(　　) him on the check,strike
The earthquake (　　) the area.,struck
A good idea (　　) me.,struck
His plan (　　) me as impractical.,struck
go on a (　　),strike
(　　) a drum,beat
(　　) the world champion at chess,beat
(　　) our skin from the sun,protect
(　　) a wire,twist
(　　) my ankle,twist
(　　) my coffee with a spoon,stir
(　　) up childhood memories,stir
Don't (　　) the bottle of soda water.,shake
The powerful earthquake shock the town.,Not Found
My hand began to (　　).,shake
Kinkakuji Temple has (　　) down several times.,burned
(　　) things in a fire,burn
(　　) cram school,skip
Children should be (　　) to different cultures.,exposed
(　　) a secret,expose
(　　) sashimi in soy sauce,dip
(　　) my head and speak into the microphone,dip
(　　) my glasses with a piece of cloth,polish
(　　) in an exam,cheat
(　　) the woman out of money,cheat
(　　) my sister's wedding,attend
(　　) to his words,attend
A nurse (　　) to his broken arm.,attended
(　　) in the National Sports Festival,participate
(　　) the American teacher's English,imitate
believe that Santa Claus (　　),exists
Several problems (　　).,arose
The accident (　　) at this intersection at about 10 p.m.,occurred
A wonderful idea suddenly (　　) to me.,occurred
(　　) electricity,generate
I was (　　) in a traffic accident.,involved
be (　　) in child-rearing,involved
Traveling abroad may (　　) danger.,involve
This job (　　) many year's experience.,requires
The Japanese officials discussed the issue with their French (　　).,counterparts
(　　) high standards,maintain
(　　) that it is true,maintain
The meeting (　　) (for) three hours.,lasted
A quality jacket will (　　) (you) a long time.,last
for the (　　) twenty days,last
the (　　) person to be late,last
"At (　　), she passed the exam.",last
"If your fever (　　), you should see a doctor.",persists
(　　) in causing trouble,persist
I have (　　) five kilos.,gained
(　　) valuable experience,gain
for practical (　　),gain
(　　) a work visa,obtain
(　　) a foreign language,acquire
(　　) U.S. citizenship,acquire
(　　) a software company,acquire
(　　) the old records,examine
have my stomach (　　),examined
(　　) the house for my earrings,search
in (　　) of the missing key,search
a high school class (　　),reunion
have a (　　) with my parents,reunion
study abroad on a (　　),scholarship
He is proud of his (　　).,scholarship
There is no (　　) in your argument.,logic
follow the on-screen (　　),instructions
People's lifestyles are often (　　) by their incomes.,determined
I am (　　) to win the game.,determined
(　　) the cause of the accident,determine
(　　) that the factory should be closed,conclude
(　　) my work,conclude
(　　) sheep from goats,distinguish
(　　) the books according to subject (their subject(s)),classify
It is (　　) that this shrine is over 500 years old.,estimated
give an (　　) for fixing the roof,estimate
Fred was (　　) for the national team.,selected
a (　　) team of experts,select
(　　) my thoughts before speaking,organize
(　　) an event,organize
Do you (　　) me?,recognize
(　　) that I was wrong,recognize
You are (　　) to take off your shoes at the door.,supposed
(　　) you got lost there. What would you do?,Suppose
(　　) that all people are the same,assume
(　　) responsibility,assume
I don't (　　) about that at all.,care
(　　) for orphans,care
medical (　　) for the elderly,care
I have never once (　　) him.,doubted
I (　　) that this diamond is real.,doubt
There's no (　　) that he was happy.,doubt
I (　　) that there was a hole in my sock.,noticed
(　　) of a charge of address,notice
I am (　　) that my time on earth is limited.,aware
I was (　　) of the fact that it was an important meeting.,conscious
He was still (　　) when we arrived.,conscious
The professor is (　　) with environmental problems.,concerned
His book is (　　) with environmental problems.,concerned
be (　　) about her safety,concerned
Zack was born in the U.S. but he (　　) Japan as his home.,regards
be highly (　　) as a singer,regarded
in this (　　),regard
Please give (send) my (　　) to Mr. Smith.,regards
We are fully (　　) to the project.,committed
(　　) the words to memory,commit
(　　) a foul,commit
(　　) the times table,memorize
Her parents (　　) of her marriage.,approved
Congress (　　) the president's plans.,approved
(　　) him for what he said,forgive
take cars for (　　),granted
(　　) permission to visit,grant
obtain a (　　),grant
I (　　) that I had seen him cheating on the test.,recalled
(　　) cars due to an engine fault,recall
(　　) my dream of studying abroad,abandon
get (　　) of my old toys,rid
get (　　) of cockroaches,rid
(　　) sex discrimination,eliminate
be (　　) in the second round,eliminated
(　　) my stress,relieve
He looked (　　) when he heard the news.,relieved
Illegally parked bicycles will be (　　).,removed
(　　) my hat,remove
develop natural (　　),resources
sufficient (　　) to survive,resources
as a last (　　),resource
(　　) groups,conservation
(　　) endangered species,preserve
a well(　　)preserved fossil,-
natural (　　) in Japan,disasters
My math test was a (　　)!,disaster
creatures from another (　　),planet
on the (　　),planet
the natural (　　),environment
The sun appeared on the (　　).,horizon
Traveling broadens your (　　).,horizons
organic (　　),agriculture
the main (　　) in this area,crops
this region's rice (　　),crop
A new problem cropped up.,Not Found
cultivate the (　　),soil
pull up (　　),weeds
(　　) the garden,weed
"He almost (　　), but luckily he was saved.",drowned
This roof (　　).,leaks
(　　) secret information,leak
a gas (　　),leak
This town has a middle (harsh) (　　).,climate
the present economic (　　),climate
ice crystals in the (　　),atmosphere
Our workplace has a friendly (　　).,atmosphere
re-enter the (　　),atmosphere
according to the weather (　　),forecast
Snow is (　　) for the weekend.,forecast
The (　　) read ten degrees below zero.,thermometer
put a (clinical) (　　) under your arm (in your mouth),thermometer
Kyoto is hot and (　　) in summer.,humid
(　　) rainforests,tropical
install (　　) panels on the roof,solar
I was bitten by a (　　).,mosquito
elephants and other endangered (　　),species
Dinosaurs became (　　) millions of years ago.,extinct
(　　) these goldfish,feed
(　　) a family of five,feed
Sheep (　　) in grass.,feed
(　　) boys and girls,energetic
A (　　) child ate all the pies.,greedy
a (　　) firefighter,brave
leave a (　　) tip,generous
(　　) property,intellectual
Babies are (　　) about everything.,curious
It is (　　) that we have not heard from her for days.,curious
Children are very (　　).,imaginative
a (　　) taxi driver,talkative
I cannot (　　) to buy a new car.,afford
Music (　　) me great pleasure.,affords
Beth is (　　) to buy a fur coat.,eager
Don't be (　　)!,selfish
Her attitude suddenly became (　　).,aggressive
A success businessperson needs to be (　　).,aggressive
Never be (　　) to animals.,cruel
Lucy is (　　) to her smartphone.,addicted
a (　　) old man,stubborn
make an (　　) effort,earnest
work in (　　),earnest
a dress with a (　　) design,bold
feel (　　) about lying to her,guilty
He was (　　) of cheating at playing cards.,guilty
Jack is (　　) of the crime.,innocent
an (　　) girl,innocent
make a (　　) effort,sincere
(　　) thanks,sincere
Paul is (　　) about his success.,modest
a (　　) house with a small garden,modest
make a (　　) mistake,stupid
Rick is (　　) to politics.,indifferent
Japanese train are extremely (　　).,punctual
My son is a (　　) when it comes to going to the dentist.,coward
Each plain has to follow a (　　) route.,precise
an (　　) map,accurate
the (　　) use of chopsticks,proper
keep the office (　　),tidy
(　　) your room.,Tidy
(　　) piles of towels,neat
an (　　) method of transporting goods,efficient
an (　　) accountant,efficient
What you're saying is (　　).,reasonable
at a (　　) price,reasonable
a (　　) charge in our plans,significant
a (　　) increase in sales,significant
Don't waste your (　　) time.,precious
(　　) metals,precious
Water is (　　) to living things.,essential
the (　　) essentials,bare
make a (　　) charge,fundamental
advance from the fundamentals to the applications,Not Found
in a (　　) condition,critical
be (　　) of the policy,critical
do serious damage to the environment,Not Found
be serious about finding a job,Not Found
a highly (　　) process,complex
a leisure (　　),complex
an inferiority (　　),complex
make things (　　),complicated
the (　　) question of salary,delicate
a (　　) child,delicate
write in (　　) English,plain
a (　　) building,plain
the Kanto (　　),Plain
It was (　　) that she was unwell.,obvious
make (　　) progress,remarkable
an (　　) shogi player,outstanding
(　　) ideas,various
(　　) kinds of information,various
(　　) cultures,diverse
What (　　) of soap do you use?,sort
I'm (　　) of tired today.,sort
The watermelons are (　　) according to size (their size(s)).,sorted
a (　　) French restaurant,fancy
I (　　) some cheesecake.,fancy
have a (　　) memory,marvelous
a (　　) hotel in Hawaii,fabulous
a (　　) fortune,fabulous
lead an (　　) school life,active
(　　) thinking,positive
Are you (　　)?,positive
a (　　) wool blanket,pure
(　　) air and water,pure
make (　　) progress,steady
Dave is (　　) about everything.,flexible
a (　　) mango,ripe
Ann is (　　) for her age.,mature
(　　) into an adult,mature
His temperature remains (　　).,stable
a racehorse (　　),stable
the (　　) aspects of aging,negative
a (　　) description,vague
"Steve is a little (　　), isn't he?",weird
a (　　) road,rough
a (　　) idea of the plan,rough
(　　) weather,rough
(　　) criticism,severe
a (　　) injury,severe
"He is quite (　　), and speaks out.",passive
His effort was in (　　).,vain
in a (　　) attempt,vain
a (　　) man,vain
a (　　) diamond,fake
The picture was a (　　).,fake
It is (　　) to buy a used car from a private seller.,risky
an (　　) idea,absurd
an (　　) habit,odd
a ticket with an (　　) number,odd
an (　　) job,odd
the odds of a plane,Not Found
the (　　) between the two,contrast
(　　) two things,contrast
(　　) with the previous results,contrast
a (　　) reason,valid
This passport is (　　) for ten years.,valid
This T-shirt is (　　) in all sizes.,available
Mr. Rogers is (　　) today.,available
feel more relaxed in (　　) clothes,casual
a (　　) remark,casual
collect (　　) stamps,rare
gain (　　) experience,practical
a (　　) training system,practical
(　　) climbing boots,brand-new
(　　) economic growth,rapid
shoot the rapids in our canoe,Not Found
There is an (　　) need for more nursery schools.,urgent
a (　　) increase in prices,sharp
his (　　) tongue,sharp
a (　　) knife,sharp
at ten (o'clock) (　　),sharp
The supporter stayed (　　).,calm
Try and (　　) down.,calm
The doctor used medicine to (　　) him down.,calm
a (　　) bathtub,shallow
a (　　) speech,shallow
Her arms were bare.,Not Found
the bare necessities of life,Not Found
swim (　　) in the river,naked
I am (　　) of my parents.,independent
run as an (　　),independent
a (　　) atmosphere in the waiting room,tense
The examiners looked (　　).,tense
the present (　　),tense
have (　　) shoulders,broad
a (　　) mountain path,narrow
(　　) my eyes,narrow
The seat next to mine was (　　).,vacant
have (　　) memories of my time in Sydney,vivid
a (　　) blue sky,vivid
promote (　　) understanding,mutual
a (　　) friend,mutual
the (　　) movements of the robot,awkward
"After I laughed out loud, there was an (　　) silence.",awkward
"(　　) questions like ""Where do babies come from?""",awkward
Historian try to be (　　).,objective
Our main (　　) is to help the homeless.,objective
(　　) work,manual
switch to (　　) operation,manual
a computer (　　),manual
The twins are very (　　).,alike
Children and parents (　　) can enjoy this book.,alike
Women (　　) to count calories more than men do.,tend
Ken has trained so hard that he (　　) to win.,deserves
glass (　　),fragments
pass the exam with (　　),ease
(　　) the symptoms of a cold,ease
a wide (　　) of topics,range
Their ages (　　) from seven to eleven.,range
do business on a large (　　),scale
step on the (　　),scales
remove (　　) from a fish,scales
This custom is (　　) to Japan.,unique
Her voice is totally (　　).,unique
a (　　) situation,particular
I am (　　) about pillows.,particular
Nothing in (　　).,particular
the (　　) public,general
(　　) Grant,General
the lives of (　　) people,ordinary
a (　　) Japanese-style breakfast,typical
Middle-aged and older people (　　) for 70%of the group.,account
Stress (　　) for his failure.,accounts
by her (　　),account
open a bank (　　),account
(　　) this month's expenses,calculate
Please (　　) your blood pressure.,measure
His waist (　　) over a meter.,measures
take drastic (　　) to pass the bill,measures
Let's (　　) the bill.,split
The issue (　　) the church.,split
(　　) into three groups,split
a (　　) in the party,split
the (　　) of a cylinder,volume
turn down the (　　) on the TV,volume
an encyclopedia in 30 (　　),volumes
The (　　) of boys to girls in my school is five to one.,proportion
a large (　　) of the audience,proportion
a dam of great (　　),proportions
two (　　) eggs,dozen
(　　) of people,dozens
a large (　　) of fat,amount
My debts (　　) to $200.,amount
Our ideas (　　) to the same thing.,amount
a huge (　　) of data,mass
a movie aimed at the (　　),masses
a (　　) of concrete,mass
the (　　) of our solar system,mass
go to (　　),Mass
There is a water (　　) in this area.,shortage
an (　　) amount of time,enormous
in my (　　) time,spare
Could you (　　) me a few minutes?,spare
(　　) no expense,spare
(　　) for someone to drive her home,arrange
(　　) the documents according to size (their size(s)),arrange
(　　) to a new school life,adapt
(　　) the menu to customers' needs,adapt
This sweater (　　) your skirt.,matches
No one can (　　) her in tennis.,match
He is no (　　) for the champion.,match
This dress (　　) you.,fits
walk every morning to keep (　　),fit
This mushroom is not (　　) to eat.,fit
An (　　) has arisen.,emergency
an (　　) room,emergency
on this (　　),occasion
keep the dress for special (　　),occasions
The (　　) are changing minute by minute.,circumstances
The (　　) occurred at around 3 a.m.,incident
the (　　) energy crisis,current
according to a (　　) rumor,current
a 10 amp electrical (　　),current
a (　　) license,temporary
a (　　) member of the U.N. Security Council,permanent
the (　　) morning,previous
the (　　) and the latter,former
a (　　) principal,former
write the (　　) report,annual
The (　　) membership fee is $300.,annual
(　　) literature,contemporary
Shakespeare was (　　) with Tokugawa Ieyasu.,contemporary
We were (　　) at high school.,contemporaries
Have you seen him (　　)?,lately
(　　) after breakfast,immediately
(　　) people with drinking water,supply
(　　) and demand,supply
AI has (　　) humans in many fields.,replaced
(　　) the worn tire with a new one,replace
(　　) Japanese yen for U.S. dollars,exchange
go abroad on a student (　　) program,exchange
(　　) honey for sugar,substitute
(　　) for her,substitute
a (　　) national holiday,substitute
There is no (　　) for experience.,substitute
(　　) an application form,submit
(　　) to authority,submit
an (　　) to nuclear power,alternative
There is no other (　　).,alternative
(　　) energy sources,alternative
(　　) pizzas,deliver
(　　) an address,deliver
(　　) several photos,enclose
be (　　) by high walls,enclosed
put a stamp on the (　　),envelope
play (　　) on Kevin,tricks
use cheap (　　) to get promoted,tricks
teach a dog some (　　),tricks
learn the (　　) of the trade,tricks
(　　) him out of his money,trick
carry a heavy (　　) on my back,load
be (　　) with timber,loaded
the (　　) of her bag,contents
I'm (　　) with my current job.,content
Sweeping the street in front of my house is part of my daily (　　).,routine
be busy with my (　　) work,routine
"a survey of 2,000 (　　)",households
do (　　) chores,household
high quality goods,Not Found
Walking will do you (　　).,good
a (　　) many hours,good
spend a lot of money on luxuries,Not Found
a (　　) hotel,luxury
Do you accept (　　) cards?,credit
All the (　　) goes to him.,credit
cannot get credits simply by attending class,Not Found
He is credited with that invention.,Not Found
a survey using a (　　),questionnaire
make a (　　) under the name of Sophie,reservation
have (　　) about the proposal,reservations
receive hearty (　　),applause
make a (　　) about trivial things,fuss
the (　　) for the job,reward
(　　) children for behaving well,reward
have a (　　) party,farewell
receive a warm (　　),reception
leave the key at the (　　) desk,reception
The phone (　　) is not good here.,reception
Thank you for your kind (　　).,hospitality
a large (　　) of roast beef,portion
eat two (　　) of spaghetti,portions
a (　　) of his income,portion
"cook, clean, and do the (　　)",laundry
bring the (　　) in,laundry
a coin (-operated) (　　),laundry
remove stubborn oil (　　),stains
(　　) my shirt,stain
(　　) my hair brown,dye
an acid (　　),dye
plug a vacuum cleaner into the (　　),outlet
an (　　) for a famous brand,outlet
an (　　) for her frustration,outlet
I'll just take a little (　　).,nap
(　　) after lunch,nap
"I woke up at six a.m., but did not get up.",Not Found
(　　) me up at five a.m.,Wake
a soft drink (　　),vending machine
a local (　　) (store),grocery
put my (　　) in a plastic bag,groceries
I have an (　　) to see the dentist at five.,appointment
the (　　) of new ministers,appointment
You'd better (　　) your doctor.,consult
(　　) a dictionary,consult
(　　) with a friend about study methods,consult
Koya-san is (　　) as a World Heritage Site.,registered
(　　) for the first semester,register
(　　) at the reception desk,register
a class (　　),register
(　　) to the magazine,subscribe
cannot (　　) to that opinion,subscribe
Freedom to speech is (　　) under the Constitution of Japan.,guaranteed
a PC with a one-year (　　),guarantee
(　　) the table,wipe
The entire village was (　　) out by the tornado.,wiped
(　　) the floor with a broom,sweep
The flood (　　) away the bridge.,swept
(　　) at Rome,transfer
(　　) to the London branch,transfer
be (　　) to another department,transferred
"(　　) 100,000 yen to his bank account",transfer
They have (　　).,divorced
(　　) my wife,divorce
a rise in the (　　) rate,divorce
A terrible (　　) awaited them.,fate
It was his (　　) to save his nation.,destiny
ice cream with a green tea (　　),flavor
the (　　) of roses,perfume
wear a cheap (　　),perfume
the (　　) of lasagne,ingredients
the essential (　　) of a great team,ingredient
active (　　) in these cosmetics,ingredients
